119,Clearwing Swallowtail,Cressida cressida,"The Clearwing Swallowtail also goes by the common name of the Big Greasy, a reference to its semitransparent wings that, especially in the female, look as if they have been dipped in oil. Males intercept flying females, grapple them to the ground and attempt to mate. During mating, which can last from 17 to 30 hours, the male secretes a plug around the female's genital opening, which later hardens into the insect equivalent of a chastity belt. Females mate only once and just the sight of the plug is enough to dampen the attentions of other males.",,cressida_cressida_oa540_bc_v1.tif,
120,Eastern Red Scorpionfish,Scorpaena cardinalis,"The Eastern Red Scorpionfish is one of the largest scorpionfishes in Australian waters, found lurking in rocky crevices and caverns of south eastern Australia.  Armed with 12 venomous dorsal fin spines, it should be handled with extreme care. These dorsal spines secrete venomous mucus, and when stung, the victim experiences severe pain. A master of deception, this nocturnal species stalks its prey, disguising itself against rocks, coral and seaweed.  When the unsuspecting victim - usually small fish, crabs or prawns - passes close by the Eastern Red Scorpionfish sucks them vacuum-like into its mouth, swallowing them whole.  ",,Scorpaena cardinalis_IB5090-corr.jpg,
121,Opalised freshwater molluscs ,,"These opalised bivalves, <i>Palaoehyridella godthelpi</i>, come from Lightning Ridge, NSW, and are about 110 million years old. During the early and middle Cretaceous period, most of Queensland and parts of New South Wales were covered by an inland sea.  This sea was home to marine reptiles, turtles, sharks, squid and bivalves such as these.    Over many millions of years sandstone, siltstone and mudstone were formed from the sedimentary deposits of the seabed.  Over many millions of years the bivalves dissolved, forming a cavity that was filled with opal, creating exact replicas.",,opalised_bivalves_pj515_gc.jpg,
122,Giant Potter Wasp,Abispa ephippium,"At about three centimetres long, <i>Abispa ephippium</i> is one of Australia's largest potter wasps. They look quite intimidating but aren't aggressive and very rarely sting. It's hard work being a female potter wasp. They build huge mud nests that can weigh up to half a kilogram and have cell walls that are one and half centimetres thick. There can be up to eight cells in a nest and they sometimes fill a cell with almost 80 caterpillars. It takes about a week to build a cell and collect the caterpillar, so a nest is almost two months of work.",,abispa_ephippium_pq483_jw.jpg,
123,Transfer crockery excavated from the HMAS Pandora,,"Pandora was the ship sent by the British Admiralty to capture the Bounty and her mutinous crew in 1790. Covered by sand, the bulk of the artefacts remained more or less undisturbed in their original setting inside the ship. Rediscovered in 1977, the Queensland Museum has been excavating the wreck since 1983. Over 6,800 artefacts are being used to piece together diet, recreation, hygiene, medicine and the cultural background of the crew.",,transferware_gc_da9996,
124,Sun filter from Burke and Wills Plant Camp ,,"In June 2009, Queensland Museum staff were invited to participate in an excavation to investigate claims that a remote location in western central Queensland was campsite 46R of Burke and Wills, also known as the 'Plant Camp', where, in a last-ditch effort to survive, they buried (planted) non-essential items. The project recovered 162 objects, including percussion caps, bullets, pen nibs, buttons, glass fragments, screws and a glass fragment that may be from the sun filter of a sextant.",,sun_filter_jw_db3783,
125,Percussion cap from Burke and Wills Plant Camp ,,"In June 2009, Queensland Museum staff were invited to participate in an excavation to investigate claims that a remote location in western central Queensland was campsite 46R of Burke and Wills, also known as the 'Plant Camp', where, in a last-ditch effort to survive, they buried (planted) non-essential items. The project recovered 162 objects, including percussion caps, bullets, pen nibs, buttons, glass fragments, screws and a glass fragment that may be from the sun filter of a sextant.",,percussion_cap_jw_db3773,
126,Buckle from Burke and Wills Plant Camp ,,"In June 2009, Queensland Museum staff were invited to participate in an excavation to investigate claims that a remote location in western central Queensland was campsite 46R of Burke and Wills, also known as the 'Plant Camp', where, in a last-ditch effort to survive, they buried (planted) non-essential items. The project recovered 162 objects, including percussion caps, bullets, pen nibs, buttons, glass fragments, screws and a glass fragment that may be from the sun filter of a sextant.",, buckle_jw_db3770,
127,The Investigator Tree,,"This <i>Celtis paniculata</i> (Native Hackberry or Silky Celtis) carved tree trunk was recovered from Sweers Island, Gulf of Carpentaria. The trunk bears engravings made by European explorers who visited the island during the 19th century, including 'Investigator' carved by members of Matthew Flinder's <i>HMS Investigator</i> crew in 1802, 'Beagle' carved by Lieutenant John Stokes <i>HMS Beagle</i> in 1841, re-inscription of 'Investigator' by the crew of AC Gregory's North Australian Expedition in 1856, and William Landsborough's 1861 expedition while they searched for lost explorers Burke and Wills. The tree was cut down in 1888 and donated to the Queensland Museum in 1889.",,investigator_tree_jw_da8633,
128,Grindstone,,"Grindstones were important multipurpose tools. Pounding stones or hammer stones were used with stone slabs for grinding and pounding plant seeds, to produce a flour-like powder. The seeds were ground and mixed with water to produce a paste that was cooked in the ashes of a fire. Aboriginal women made flour from a range of different plant seeds. The flour made from these seeds was a nutritious, high-energy food that was of vital importance in regions where other more easily processed plant foods were not readily available. Grindstones were also used to process ochre and tobacco, and pulverise small reptiles. Some grindstones were up to 20 kg in weight, and were traded into areas without suitable grinding stone. ",,grindstone_jw_db3659.tif,
129,Retouched flake,,"Flaked stone tools were made by hitting a piece of stone, called a core, with a hammerstone. This would remove a sharp fragment of stone called a flake. Both cores and flakes could be used as stone tools. Flakes quickly became blunt during use, and had to be sharpened again by further flaking, a process called 'retouch'. Stone tools are the most common evidence of past Aboriginal activities in Australia. They occur in many places and are often found with other remains from Aboriginal occupation, such as shell middens and cooking hearths. They are most common near rivers and creeks.",,db4813,
130,Kimberley point,,"Traditionally, Kimberley points were made from a variety of fine-grained stone and were between one to eight centimetres in length.  The European settlement of Australia introduced new materials such as glass, ceramic and metal to Aboriginal people, creating new opportunities in artefact production. Glass was well suited to the production of Kimberley points, which led to their increased demand - from both Aboriginal exchange networks and trade with non-Aboriginal people. Finely finished glass points up to 20 centimetres long have been documented.",,db4806,
131,Egyptian Ibis mummy,,"Many items that currently form Queensland Museum's classical archaeology collection were part of exchanges between the Museum and individuals, and institutions overseas. This mummy of a Sacred Ibis (<i>Threskiornis aethiopicus</i>) was collected from Egypt c1912, and was exchanged in 1913 for 'Australian ethnological items'. The ibis was the sacred bird of the god Thoth, the scribe of the gods, and the moon deity, the patron of scribes, writing, mathematics and language. Many ibis mummies have been discovered, particularly at Saqqara, where they are estimated to number in their millions. All were wrapped in linen bandages, and many of them then sealed in conical pottery jars.",,dc1272_v1.jpg,
132,Torres Strait Islands archaeology collections,,"The Queensland Museum holds collections from the Torres Strait Islands, covering the entire period of professional archaeological research in this region. These materials provide some of the earliest evidence of settlement, subsistence and trade, the origin of mounded midden deposits on the island of Mabuiag, as well as insights into daily life before <i>Bipotaim</i> (time before the arrival of the missionaries). They include stone and shell artefacts collected by Ron Vanderwal, and David R. Harris and Barbara Ghaleb's investigations into the origin of mounded midden deposits on the island of Mabuiag. Queensland Museum archaeologists, Ron Coleman, Richard Robins and Warren Delaney, discovered the first pottery and, in the late 1990s, Melissa Carter conducted the first archaeological excavations in the Eastern islands group, where she found evidence of very early village life.",,,
133,Augustus Siebe diving helmet ,,"Queensland Museum holds a historically significant collection of diving helmets. The Augustus Siebe Diving Helmet dates between 1840 and 1844, and is the second earliest standard dress diving helmet in the world and one of only 4 known examples of its type. Helmets like these were used to recover rich beds of pearl shell in the Torres Strait and other parts of the tropical Queensland coast. The work was dangerous and many divers were Japanese, Torres Strait Islander and Aboriginal. The dive helmet was part of the equipment that enabled divers to reach deeper levels than free diving and thus exploit more of the resource as shallower supplies became scarce. This helmet is from the Langley Diving Collection, built up over a 30 year period by former abalone diver, Mr Greg Langley of Hobart, and was donated to the Queensland Museum through the Federal Government's Cultural Gift Program between 2008 and 2010.",,ttlgs0001808-0002.jpg,
134,Melbourne 'Mel' Ward's shallow water helmet ,,"This unique Australian made helmet was used to study and collect specimens in the Great Barrier Reef and Papua New Guinea for Australian and International museums during the 1930s; pearl-shelling diving helmets; and an Australian made Robison diving helmet made in 1943 for the Commonwealth Salvage Board (a war time agency which employed specialist salvers and divers to recover shipping). This helmet is from the Langley Diving Collection, built up over a 30 year period by former abalone diver, Mr Greg Langley of Hobart, and was donated to the Queensland Museum through the Federal Government's Cultural Gift Program between 2008 and 2010.",,339ne X LC,
135,"Headdress, Ken Thaiday ",,"In the Torres Strait Islands, dance is a major form of creative and competitive expression. This dance headdress was made by Ken Thaiday Snr in 1989. It represents the Hammerhead shark, Beizam.   ",,db4924,
136,Bomber headdress,,This dance headdress was made by respected Torres Strait artist James Eseli in 1988. Eseli drew on his experiences during World War II to choreograph a dance that features distinctive headdresses of bombers and fighter planes taking off from Nurupai (Horn Island) on their way to Japanese targets in New Guinea.   ,,db6133_v1,
137,Model fish scoop,,"Weres or fish scoops like these were used to catch small sardines, called Tup. Sardines came close to Eastern island beaches at certain times of the year. Men chased the fish into these scoops using beaters. The fish were then transferred into baskets.",,db6175; db6183,
138,Packing tape basket,,"Weaving and basketry are integral to the Torres Strait Island lifestyle and the finished products are used for a variety of purposes. Traditionally, they were created for practical demand rather than as objects of art; woven items are often made for a temporary or immediate need. In recent years, plastic strapping has been used as the material for basket making. This basket, made by Sarah Stephen in 1996, is an example of traditional arts and crafts that have been adapted to modern materials. They are important symbols of identity for Torres Strait Islander women.  ",,db6188,
139,Drum,,"This colourful traditional style drum was once owed by the late Carolus Isua OAM, a respected Torres Strait Island elder and decorated police officer. It was acquired by the Queensland Museum in 1978 when Mr Isua was the Police Sergeant on Saibai Island. Decoratively painted in green, yellow, red and white, this drum incorporates a reptile skin tympanum and plumes of cassowary feathers attached at the base. Similar in style to drums originating in Papua New Guinea, and given the inclusion of the cassowary plumes, it is quite possible that this drum was influenced by the traditions and culture of neighbouring islands. ",,db6266,
140,Dugong sculpture,,"This small carving of a dugong may have been worn as a pendant, representing the owner's totem, or to bring good luck when hunting.",,db6256,
141,Fan,,"Traditional weaving skills continue to be passed down from generation to generation in the Torres Strait. In addition to making mats, plaiting was also used to make fans, a well-used object in hot days on the islands.  Strips were dyed; allowing intricate designs to be weaved into objects.",,pd249,
142,Axe inlaid with nautilus shell,,"Originating from Makira in the Solomon Islands, this traditional axe, inlaid with nautilus shell cut outs, was acquired in 1913 from items collected by Captain WH Lawrence. Lawrence captained several labour trade vessels that were used in the late 1800s moving South Sea Islanders to Queensland as cheap labour in establishing the sugar cane and pearling industries. At nearly one metre in length this axe is made from wood with a steel blade and incorporates an ornate, geometrically patterned upper portion, indicative of its Pacific origins. The geometric nautilus shapes are set in the handle using a black parinarium paste made from the seeds of the Makita, a tree common in the Pacific Islands.",,QE4673,
143,Redclaw,Cherax quadricarinatus,"This blue-coloured freshwater crayfish is named for the male's distinctive red claw.  The claw's colouring deepens with every moult, becoming brightest at full maturity.  Native to tropical Queensland, Northern Territory and Papua New Guinea, Redclaw prefer a subtropical climate.  Redclaw are either male or female but it is not uncommon to find a specimen with both male and female genitalia. Because of the stable temperature of their tropical water environment, Redclaw breed all year round.  This quick reproductive cycle, combined with their sweet, juicy flesh makes Redclaw a profitable species in commercial fish farms throughout Queensland.  ",,cherax_quadricarinatus_pl561_jw.tif,
144,Carved boomerang,,"A boomerang with incised low relief design carved on Crows Ash wood by Jack O'Chin. The design features the names of F Fisher and E Gilbert, and the initials LAS. The carved design consists of a male figure catching a football, a male figure wearing a sporting blazer, and, on the tips of the boomerang, a football and a cricket ball and wicket. The figures are coloured, possibly with graphite pencil and red coloured pencil. Jack O'Chin was a great supporter of all sports in Cherbourg and honoured his mates with the carving of this boomerang.",QE26592,db7404.tif,
145,Rainforest objects,,"Specialist tools and utensils were very important to rainforest Aboriginal people and enabled them to use their environment's resources. Baskets were used to collect and transport wild foods. The bicornual woven baskets of rainforest Aboriginal people were made of Lawyer Cane (also known as Wait-a-While) and have a distinctive two-cornered, elongated shape. Other baskets were made to carry water, to collect honey and other wild food. The traditional Aboriginal tool kit was supplemented by unique rainforest implements and included a decorative wooden shield and long wooden fighting sticks or \swords\"" made of buttress roots from rainforest trees.""",,baskets_and_shield_pw716.tif,
146,Aboriginal shields,,"Shields were skillfully crafted and used in ceremonies, dances and occasionally in defensive combat by Aboriginal men. The shape and decoration of the shields varied from region to region. The narrowest shields were usually used in hand-to-hand combat while large, broad shields protected the holder against spears and other missiles. The largest and most spectacular shields were made by the rainforest peoples of north Queensland. They were carefully painted with clan designs and adorned with stunning colours.",,shields_ny617_jw.jpg,
147,Ooyurka,,"These T-shaped tools have parallel scratches on the bottom edge. Their precise function is no longer known, but it is likely they were used to process rainforest foods.",,db8113.tif,
148,Paddle,,"This canoe paddle was collected by a government agent aboard the labour trade vessel <i>Sybil 1</i> in 1884 from the Solomon Islands.  The paddle blade is decorated with guns and three fully rigged ships, a steamship, and a steam pinnance. The Solomon Island people call the paddle a La-Au, which is used to power the traditional watercraft called a Waka Hourua.",E4508,db4909.jpg,
149,Bob Marley Sponge,Pipestela candelabra,"Named the 'Bob Marley Sponge' (resembling dreadlocks), this new species of a new genus, discovered in 2008, is one of the most widely-distributed sponge species on the Great Barrier Reef, extending into Papua New Guinea, Solomon Islands and Vanuatu. Finding such a common animal widely spread across the Great Barrier Reef in a new genus clearly tells us how little we still know of even our shallow coastal waters. This species was found to have new tripeptide chemicals which are now in preclinical development for cancer treatment.",,Pipestela_candelabra_G322938_undw.jpg,
150,Bluebottle or Portuguese Man-O-War,Physalia physalis,"The individual Bluebottle or Portuguese Man-o-War is actually a colony of hydroids, known as siphonophores, each performing a specialised function within the wider living being.  The living float is capable of growing to more than 150 millimetres long. They are found throughout eastern and southern Australian waters, and are also widespread across the Pacific and Atlantic oceans. Bluebottles have several long, thick tentacles that they use for fishing and catching prey. These tentacles are covered in vicious cells which can continue to administer stings, even if they are washed up on the shore and disconnected from the main entity.",,physalia_utriculus_nt462_jw_v1.tif,
